1.676	-4317.085
1.876	-4487.848
2.048	-4578.605
2.019	-4647.133
2.073	-4631.738
2.143	-4656.854
2.204	-4706.464
2.267	-4766.529
2.335	-4739.703
2.305	-4762.334
2.309	-4798.050
2.386	-4875.969
2.416	-4902.492
2.457	-4886.928
2.488	-4882.878
2.539	-4920.414
2.524	-4923.365
2.566	-4988.053
2.588	-4936.936
2.599	-4999.184
2.564	-4976.042
2.602	-5004.302
2.561	-4963.922
2.602	-4994.708
2.643	-4976.638
2.634	-5040.043
2.601	-5059.100
2.634	-5026.190
2.609	-5023.480
2.612	-4998.800
2.600	-5022.753
2.651	-5045.775
2.584	-5036.790
2.672	-5010.718
2.634	-5045.915
2.671	-4988.400
2.693	-5032.773
2.631	-5007.188
2.726	-5000.449
2.686	-5056.984
2.663	-5017.384
2.773	-5058.154
2.718	-5036.862
2.706	-5036.656
2.724	-5044.734
2.758	-5033.147
2.755	-5067.941
2.786	-5116.790
2.783	-5088.266
2.806	-5109.343
2.747	-5066.701
2.839	-5101.011
2.790	-5169.614
2.818	-5096.935
2.794	-5121.267
2.827	-5120.810
2.815	-5092.954
2.806	-5084.417
2.815	-5071.583
2.839	-5098.133
2.789	-5079.308
2.886	-5148.548
2.832	-5107.959
2.848	-5172.689
2.857	-5149.432
2.791	-5112.870
2.778	-5178.789
2.774	-5168.284
2.791	-5142.583
2.816	-5174.178
2.832	-5181.810
2.875	-5208.510
2.875	-5159.259
2.883	-5219.258
2.907	-5194.772
2.899	-5148.491
2.915	-5160.209
2.896	-5140.770
2.877	-5177.736
2.880	-5197.804
2.907	-5214.140
2.875	-5189.518
2.918	-5188.093
2.866	-5202.083
2.919	-5170.065
2.934	-5155.895
2.906	-5159.087
2.918	-5168.162
2.918	-5192.165
2.919	-5190.780
2.949	-5138.554
2.956	-5168.822
2.960	-5175.060
2.925	-5150.814
2.919	-5191.838
2.961	-5162.843
2.963	-5214.943
2.952	-5195.573
2.936	-5189.920
2.966	-5162.780
2.971	-5195.727
2.978	-5140.840
2.992	-5190.582
3.000	-5210.220
2.993	-5231.507
2.997	-5244.013
2.992	-5186.995
3.022	-5178.269
3.028	-5170.495
2.971	-5189.100
2.961	-5216.029
2.944	-5177.337
2.940	-5220.329
2.896	-5181.851
2.882	-5215.138
2.880	-5177.039
2.903	-5203.519
2.885	-5200.919
2.925	-5234.958
2.941	-5246.284
2.951	-5195.964
2.951	-5248.834
2.944	-5182.990
2.978	-5165.767
2.963	-5175.831
2.952	-5172.609
2.937	-5182.474
2.945	-5169.842
2.957	-5193.168
2.958	-5183.559
2.919	-5162.117
2.946	-5165.106
3.008	-5138.791
2.946	-5169.089
2.958	-5185.871
2.972	-5205.347
2.975	-5167.329
3.002	-5190.671
2.960	-5140.601
2.933	-5153.495
2.965	-5178.950
2.963	-5243.657
2.997	-5193.956
3.015	-5211.134
3.041	-5264.822
3.020	-5243.689
3.037	-5203.495
3.025	-5250.747
3.065	-5218.434
3.054	-5207.411
3.065	-5242.643
3.023	-5270.957
3.000	-5199.027
3.008	-5311.376
3.000	-5284.416
2.973	-5293.388
3.012	-5251.361
3.032	-5231.645
3.042	-5220.041
3.036	-5270.820
3.059	-5237.825
3.088	-5282.287
3.043	-5258.993
3.102	-5285.303
3.070	-5247.199
3.090	-5280.579
3.080	-5254.657
3.064	-5246.003
3.023	-5290.258
3.046	-5331.606
3.047	-5280.333
3.031	-5278.924
3.033	-5258.479
2.983	-5242.316
2.967	-5242.554
2.951	-5212.874
2.975	-5248.393
2.974	-5272.180
3.023	-5257.618
2.982	-5276.286
2.998	-5258.112
2.999	-5334.824
2.950	-5299.470
2.977	-5313.561
2.965	-5294.024
2.954	-5283.824
2.932	-5333.012
2.944	-5262.448
2.949	-5299.325
2.916	-5264.172
2.971	-5290.777
2.969	-5223.249
2.996	-5295.034
3.036	-5321.794
3.045	-5289.486
3.021	-5322.444
3.022	-5301.672
3.011	-5342.451
3.012	-5288.256
3.005	-5277.969
2.996	-5299.558
3.047	-5326.123
3.030	-5276.076
3.054	-5323.707
3.038	-5292.006
3.063	-5250.739
2.980	-5246.322
3.016	-5294.639
2.995	-5311.154
2.975	-5270.260
3.008	-5306.549
2.955	-5321.797
3.006	-5267.887
3.010	-5295.195
2.971	-5283.935
2.970	-5253.899
3.009	-5298.772
2.977	-5327.402
2.960	-5249.229
2.990	-5292.980
2.987	-5262.786
2.983	-5301.919
3.002	-5290.897
2.961	-5343.463
2.977	-5285.560
2.996	-5297.460
2.998	-5325.921
3.019	-5284.628
2.960	-5330.628
2.984	-5248.175
2.969	-5287.880
2.956	-5262.696
2.942	-5248.729
2.997	-5275.149
3.020	-5303.782
2.993	-5281.137
3.031	-5306.552
3.045	-5284.717
3.011	-5362.618
3.003	-5391.038
2.992	-5361.992
2.960	-5338.114
2.969	-5276.685
2.990	-5308.292
3.026	-5283.235
2.933	-5337.913
2.940	-5356.697
2.951	-5314.206
2.978	-5312.512
2.969	-5326.199
2.938	-5270.861
2.940	-5287.149
2.949	-5350.992
2.946	-5317.059
2.957	-5377.482
2.968	-5309.277
2.980	-5306.445
2.979	-5369.846
2.964	-5316.307
2.987	-5337.370
3.020	-5305.458
2.987	-5326.066
2.962	-5309.096
2.940	-5305.606
2.929	-5339.228
2.994	-5341.372
2.989	-5339.442
2.996	-5321.329
3.015	-5298.745
3.022	-5309.948
2.984	-5313.831
2.962	-5314.516
2.977	-5256.144
3.026	-5316.773
3.011	-5285.761
3.000	-5305.249
2.998	-5258.513
2.956	-5307.558
2.985	-5269.228
3.003	-5328.147
3.023	-5314.227
3.027	-5232.843
3.011	-5280.674
3.041	-5298.614
3.053	-5317.569
3.061	-5325.161
3.052	-5250.302
3.002	-5323.504
3.051	-5327.290
3.068	-5301.338
2.986	-5323.873
3.014	-5326.003
3.050	-5311.094
2.987	-5223.557
2.982	-5296.604
3.020	-5290.552
3.010	-5311.646
3.036	-5266.628
3.030	-5299.273
3.035	-5309.605
