Program,Pose,Score
AutoDock-Vina,pose001,-8.1680
AutoDock-Vina,pose002,-8.0820
AutoDock-Vina,pose003,-8.0730
AutoDock-Vina,pose004,-7.9300
AutoDock-Vina,pose005,-7.9040
AutoDock-Vina,pose006,-7.8790
AutoDock-Vina,pose007,-7.8380
AutoDock-Vina,pose008,-7.7950
AutoDock-Vina,pose009,-7.7930
AutoDock-Vina,pose010,-7.7900
