Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
PB1,pose001,0.00,-60.15,0.01,-60.14,-43.43,47.19,78.53,47.19,18.40
PB1,pose002,0.00,-62.47,0.02,-62.46,-42.60,41.47,73.44,41.47,10.99
PB1,pose003,0.00,-60.50,0.02,-60.48,-42.74,45.57,79.06,45.57,18.58
PB1,pose004,0.00,-62.57,0.01,-62.56,-43.67,35.68,66.47,35.68,3.91
PB1,pose005,0.00,-64.83,0.01,-64.81,-42.47,46.77,77.53,46.77,12.72
PB1,pose006,0.00,-52.89,0.01,-52.87,-36.00,50.73,81.66,50.73,28.79
PB1,pose007,0.00,-67.08,0.02,-67.07,-43.38,34.40,67.08,34.40,0.01
PB1,pose008,0.00,-60.82,0.02,-60.81,-41.02,49.74,82.31,49.74,21.51
PB1,pose009,0.00,-60.21,0.01,-60.19,-42.11,33.20,64.48,33.20,4.28
PB1,pose010,0.00,-54.86,0.01,-54.85,-34.56,23.50,54.56,23.50,-0.28
PB3,pose001,0.00,-60.15,0.01,-60.14,-7.27,52.59,45.31,52.59,-14.82
PB3,pose002,0.00,-62.47,0.02,-62.46,-7.20,51.67,44.47,51.67,-17.99
PB3,pose003,0.00,-60.50,0.02,-60.48,-7.37,56.49,49.13,56.49,-11.35
PB3,pose004,0.00,-62.57,0.01,-62.56,-7.39,38.32,30.93,38.32,-31.63
PB3,pose005,0.00,-64.83,0.01,-64.81,-7.22,63.40,56.18,63.40,-8.63
PB3,pose006,0.00,-52.89,0.01,-52.87,-6.75,59.73,52.99,59.73,0.11
PB3,pose007,0.00,-67.08,0.02,-67.07,-7.27,39.21,31.94,39.21,-35.13
PB3,pose008,0.00,-60.82,0.02,-60.81,-7.20,50.41,43.21,50.41,-17.60
PB3,pose009,0.00,-60.21,0.01,-60.19,-7.27,38.37,31.10,38.37,-29.09
PB3,pose010,0.00,-54.86,0.01,-54.85,-6.25,38.99,32.73,38.99,-22.11
PB4,pose001,0.00,-60.15,0.01,-60.14,-8.44,46.95,38.51,46.95,-21.62
PB4,pose002,0.00,-62.47,0.02,-62.46,-8.34,41.23,32.89,41.23,-29.57
PB4,pose003,0.00,-60.50,0.02,-60.48,-8.56,47.23,38.67,47.23,-21.81
PB4,pose004,0.00,-62.57,0.01,-62.56,-8.60,31.51,22.92,31.51,-39.64
PB4,pose005,0.00,-64.83,0.01,-64.81,-8.37,47.32,38.95,47.32,-25.87
PB4,pose006,0.00,-52.89,0.01,-52.87,-7.74,53.02,45.28,53.02,-7.60
PB4,pose007,0.00,-67.08,0.02,-67.07,-8.43,32.74,24.31,32.74,-42.76
PB4,pose008,0.00,-60.82,0.02,-60.81,-8.35,43.72,35.37,43.72,-25.44
PB4,pose009,0.00,-60.21,0.01,-60.19,-8.44,34.62,26.19,34.62,-34.01
PB4,pose010,0.00,-54.86,0.01,-54.85,-7.08,28.36,21.28,28.36,-33.57
GB1,pose001,0.00,-60.15,0.01,-60.14,-8.06,17.48,9.42,17.48,-50.72
GB1,pose002,0.00,-62.47,0.02,-62.46,-7.94,17.28,9.34,17.28,-53.12
GB1,pose003,0.00,-60.50,0.02,-60.48,-8.18,18.27,10.10,18.27,-50.39
GB1,pose004,0.00,-62.57,0.01,-62.56,-7.79,16.04,8.25,16.04,-54.31
GB1,pose005,0.00,-64.83,0.01,-64.81,-7.87,19.76,11.88,19.76,-52.93
GB1,pose006,0.00,-52.89,0.01,-52.87,-6.96,18.03,11.07,18.03,-41.80
GB1,pose007,0.00,-67.08,0.02,-67.07,-8.16,15.28,7.12,15.28,-59.95
GB1,pose008,0.00,-60.82,0.02,-60.81,-7.74,16.65,8.90,16.65,-51.90
GB1,pose009,0.00,-60.21,0.01,-60.19,-7.63,14.50,6.87,14.50,-53.33
GB1,pose010,0.00,-54.86,0.01,-54.85,-6.26,15.90,9.64,15.90,-45.21
GB2,pose001,0.00,-60.15,0.01,-60.14,-5.60,22.68,17.08,22.68,-43.05
GB2,pose002,0.00,-62.47,0.02,-62.46,-5.52,22.61,17.10,22.61,-45.36
GB2,pose003,0.00,-60.50,0.02,-60.48,-5.68,23.75,18.07,23.75,-42.41
GB2,pose004,0.00,-62.57,0.01,-62.56,-5.41,20.58,15.17,20.58,-47.39
GB2,pose005,0.00,-64.83,0.01,-64.81,-5.47,25.68,20.21,25.68,-44.61
GB2,pose006,0.00,-52.89,0.01,-52.87,-4.83,22.90,18.06,22.90,-34.81
GB2,pose007,0.00,-67.08,0.02,-67.07,-5.66,19.00,13.34,19.00,-53.73
GB2,pose008,0.00,-60.82,0.02,-60.81,-5.38,20.80,15.42,20.80,-45.39
GB2,pose009,0.00,-60.21,0.01,-60.19,-5.30,18.22,12.92,18.22,-47.27
GB2,pose010,0.00,-54.86,0.01,-54.85,-4.35,20.47,16.12,20.47,-38.72
GB5,pose001,0.00,-60.15,0.01,-60.14,-5.60,24.38,18.78,24.38,-41.35
GB5,pose002,0.00,-62.47,0.02,-62.46,-5.52,24.50,18.98,24.50,-43.47
GB5,pose003,0.00,-60.50,0.02,-60.48,-5.68,25.51,19.83,25.51,-40.65
GB5,pose004,0.00,-62.57,0.01,-62.56,-5.41,22.24,16.83,22.24,-45.73
GB5,pose005,0.00,-64.83,0.01,-64.81,-5.47,27.36,21.89,27.36,-42.92
GB5,pose006,0.00,-52.89,0.01,-52.87,-4.83,25.02,20.19,25.02,-32.69
GB5,pose007,0.00,-67.08,0.02,-67.07,-5.66,19.98,14.31,19.98,-52.75
GB5,pose008,0.00,-60.82,0.02,-60.81,-5.38,22.36,16.98,22.36,-43.82
GB5,pose009,0.00,-60.21,0.01,-60.19,-5.30,19.57,14.27,19.57,-45.92
GB5,pose010,0.00,-54.86,0.01,-54.85,-4.35,21.78,17.43,21.78,-37.41
GB6,pose001,0.00,-60.15,0.01,-60.14,-5.86,50.35,44.49,50.35,-15.65
GB6,pose002,0.00,-62.47,0.02,-62.46,-5.79,45.59,39.80,45.59,-22.65
GB6,pose003,0.00,-60.50,0.02,-60.48,-5.95,51.50,45.55,51.50,-14.93
GB6,pose004,0.00,-62.57,0.01,-62.56,-5.97,35.46,29.49,35.46,-33.07
GB6,pose005,0.00,-64.83,0.01,-64.81,-5.81,51.20,45.39,51.20,-19.42
GB6,pose006,0.00,-52.89,0.01,-52.87,-5.38,54.34,48.97,54.34,-3.91
GB6,pose007,0.00,-67.08,0.02,-67.07,-5.86,33.19,27.33,33.19,-39.74
GB6,pose008,0.00,-60.82,0.02,-60.81,-5.80,44.37,38.57,44.37,-22.24
GB6,pose009,0.00,-60.21,0.01,-60.19,-5.86,35.99,30.13,35.99,-30.06
GB6,pose010,0.00,-54.86,0.01,-54.85,-4.92,29.50,24.58,29.50,-30.26
