Program,Pose,Score
AutoDock-Vina,pose001,-9.5430
AutoDock-Vina,pose002,-9.5030
AutoDock-Vina,pose003,-9.4760
AutoDock-Vina,pose004,-9.2240
AutoDock-Vina,pose005,-9.1250
AutoDock-Vina,pose006,-8.8450
AutoDock-Vina,pose007,-8.7360
AutoDock-Vina,pose008,-8.6760
AutoDock-Vina,pose009,-8.4280
AutoDock-Vina,pose010,-8.3020
