Program,Pose,Score
AutoDock-Vina,pose001,-2.5090
AutoDock-Vina,pose002,-2.4910
AutoDock-Vina,pose003,-2.3780
AutoDock-Vina,pose004,-2.2750
AutoDock-Vina,pose005,-2.2450
AutoDock-Vina,pose006,-2.2330
AutoDock-Vina,pose007,-2.2280
AutoDock-Vina,pose008,-2.2270
AutoDock-Vina,pose009,-2.2170
AutoDock-Vina,pose010,-2.1820
