Program,Pose,Score
AutoDock-Vina,pose001,-9.1540
AutoDock-Vina,pose002,-9.1400
AutoDock-Vina,pose003,-8.6420
AutoDock-Vina,pose004,-8.6250
AutoDock-Vina,pose005,-8.1390
AutoDock-Vina,pose006,-8.0150
AutoDock-Vina,pose007,-7.7160
AutoDock-Vina,pose008,-7.5740
AutoDock-Vina,pose009,-7.3610
AutoDock-Vina,pose010,-7.2890
