Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
PB1,pose001,0.00,-15.05,-0.00,-15.06,-9.11,8.29,18.28,8.29,3.23
PB1,pose002,0.00,-15.51,-0.00,-15.52,-9.35,17.34,27.15,17.34,11.64
PB1,pose003,0.00,-19.11,-0.00,-19.11,-13.18,16.90,26.83,16.90,7.73
PB1,pose004,0.00,-11.55,-0.00,-11.56,-7.95,7.10,14.82,7.10,3.26
PB1,pose005,0.00,-13.44,-0.00,-13.44,-8.75,13.43,21.86,13.43,8.42
PB1,pose006,0.00,-13.21,-0.00,-13.21,-7.91,6.04,13.96,6.04,0.75
PB1,pose007,0.00,-14.79,-0.00,-14.79,-9.14,8.00,19.00,8.00,4.21
PB1,pose008,0.00,-15.56,0.00,-15.55,-9.77,9.57,18.62,9.57,3.07
PB1,pose009,0.00,-12.55,0.00,-12.55,-7.74,10.63,17.79,10.63,5.24
PB3,pose001,0.00,-15.05,-0.00,-15.06,-2.70,10.83,8.12,10.83,-6.93
PB3,pose002,0.00,-15.51,-0.00,-15.52,-2.65,18.77,16.12,18.77,0.60
PB3,pose003,0.00,-19.11,-0.00,-19.11,-3.19,19.55,16.36,19.55,-2.75
PB3,pose004,0.00,-11.55,-0.00,-11.56,-2.45,9.37,6.93,9.37,-4.63
PB3,pose005,0.00,-13.44,-0.00,-13.44,-2.62,14.11,11.49,14.11,-1.95
PB3,pose006,0.00,-13.21,-0.00,-13.21,-2.47,6.63,4.17,6.63,-9.05
PB3,pose007,0.00,-14.79,-0.00,-14.79,-2.80,11.31,8.50,11.31,-6.29
PB3,pose008,0.00,-15.56,0.00,-15.55,-2.71,10.46,7.74,10.46,-7.81
PB3,pose009,0.00,-12.55,0.00,-12.55,-2.30,10.99,8.69,10.99,-3.86
PB4,pose001,0.00,-15.05,-0.00,-15.06,-2.37,8.93,6.56,8.93,-8.50
PB4,pose002,0.00,-15.51,-0.00,-15.52,-2.30,15.46,13.16,15.46,-2.36
PB4,pose003,0.00,-19.11,-0.00,-19.11,-3.02,16.88,13.86,16.88,-5.25
PB4,pose004,0.00,-11.55,-0.00,-11.56,-2.03,7.99,5.96,7.99,-5.59
PB4,pose005,0.00,-13.44,-0.00,-13.44,-2.26,12.36,10.10,12.36,-3.34
PB4,pose006,0.00,-13.21,-0.00,-13.21,-2.05,6.28,4.23,6.28,-8.99
PB4,pose007,0.00,-14.79,-0.00,-14.79,-2.50,9.49,6.99,9.49,-7.81
PB4,pose008,0.00,-15.56,0.00,-15.55,-2.38,9.37,6.99,9.37,-8.56
PB4,pose009,0.00,-12.55,0.00,-12.55,-1.84,9.91,8.07,9.91,-4.48
GB1,pose001,0.00,-15.05,-0.00,-15.06,-1.79,5.06,3.27,5.06,-11.79
GB1,pose002,0.00,-15.51,-0.00,-15.52,-1.85,6.10,4.25,6.10,-11.27
GB1,pose003,0.00,-19.11,-0.00,-19.11,-2.54,7.76,5.22,7.76,-13.89
GB1,pose004,0.00,-11.55,-0.00,-11.56,-1.59,4.67,3.08,4.67,-8.48
GB1,pose005,0.00,-13.44,-0.00,-13.44,-1.74,6.20,4.46,6.20,-8.98
GB1,pose006,0.00,-13.21,-0.00,-13.21,-1.52,4.95,3.43,4.95,-9.78
GB1,pose007,0.00,-14.79,-0.00,-14.79,-1.68,4.36,2.68,4.36,-12.12
GB1,pose008,0.00,-15.56,0.00,-15.55,-1.93,5.90,3.98,5.90,-11.58
GB1,pose009,0.00,-12.55,0.00,-12.55,-1.55,4.99,3.44,4.99,-9.11
GB2,pose001,0.00,-15.05,-0.00,-15.06,-1.24,6.23,4.99,6.23,-10.07
