Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
PB4,pose008,0.00,-50.08,-0.01,-50.08,-7.20,38.18,30.99,38.18,-19.10
PB4,pose009,0.00,-53.89,-0.01,-53.90,-7.68,43.86,36.18,43.86,-17.72
PB4,pose010,0.00,-51.97,-0.01,-51.98,-7.74,35.14,27.39,35.14,-24.58
GB1,pose001,0.00,-56.03,-0.01,-56.04,-6.97,12.74,5.77,12.74,-50.27
GB1,pose002,0.00,-55.01,-0.01,-55.02,-7.47,13.14,5.67,13.14,-49.36
GB1,pose003,0.00,-59.56,-0.01,-59.57,-7.24,12.46,5.21,12.46,-54.36
GB1,pose004,0.00,-58.75,-0.01,-58.75,-7.26,12.38,5.12,12.38,-53.63
GB1,pose005,0.00,-54.46,-0.01,-54.47,-6.87,15.38,8.51,15.38,-45.96
GB1,pose006,0.00,-49.40,-0.01,-49.41,-6.84,13.42,6.58,13.42,-42.83
GB1,pose007,0.00,-45.83,-0.01,-45.84,-5.81,13.08,7.26,13.08,-38.57
GB1,pose008,0.00,-50.08,-0.01,-50.08,-6.27,13.93,7.66,13.93,-42.42
GB1,pose009,0.00,-53.89,-0.01,-53.90,-7.03,14.14,7.11,14.14,-46.79
GB1,pose010,0.00,-51.97,-0.01,-51.98,-7.11,14.82,7.71,14.82,-44.26
GB2,pose001,0.00,-56.03,-0.01,-56.04,-4.84,15.60,10.76,15.60,-45.28
GB2,pose002,0.00,-55.01,-0.01,-55.02,-5.19,16.70,11.51,16.70,-43.51
GB2,pose003,0.00,-59.56,-0.01,-59.57,-5.03,15.37,10.34,15.37,-49.23
GB2,pose004,0.00,-58.75,-0.01,-58.75,-5.04,15.61,10.57,15.61,-48.18
GB2,pose005,0.00,-54.46,-0.01,-54.47,-4.77,20.15,15.38,20.15,-39.09
GB2,pose006,0.00,-49.40,-0.01,-49.41,-4.75,17.03,12.28,17.03,-37.13
GB2,pose007,0.00,-45.83,-0.01,-45.84,-4.04,16.04,12.00,16.04,-33.84
GB2,pose008,0.00,-50.08,-0.01,-50.08,-4.36,17.43,13.07,17.43,-37.02
GB2,pose009,0.00,-53.89,-0.01,-53.90,-4.88,18.27,13.39,18.27,-40.51
GB2,pose010,0.00,-51.97,-0.01,-51.98,-4.94,19.23,14.30,19.23,-37.68
GB5,pose001,0.00,-56.03,-0.01,-56.04,-4.84,16.35,11.51,16.35,-44.53
GB5,pose002,0.00,-55.01,-0.01,-55.02,-5.19,17.68,12.49,17.68,-42.53
GB5,pose003,0.00,-59.56,-0.01,-59.57,-5.03,16.26,11.23,16.26,-48.34
GB5,pose004,0.00,-58.75,-0.01,-58.75,-5.04,16.37,11.33,16.37,-47.42
GB5,pose005,0.00,-54.46,-0.01,-54.47,-4.77,21.39,16.62,21.39,-37.85
GB5,pose006,0.00,-49.40,-0.01,-49.41,-4.75,18.34,13.59,18.34,-35.82
GB5,pose007,0.00,-45.83,-0.01,-45.84,-4.04,16.94,12.91,16.94,-32.93
GB5,pose008,0.00,-50.08,-0.01,-50.08,-4.36,18.46,14.10,18.46,-35.98
GB5,pose009,0.00,-53.89,-0.01,-53.90,-4.88,19.30,14.42,19.30,-39.48
GB5,pose010,0.00,-51.97,-0.01,-51.98,-4.94,20.89,15.96,20.89,-36.02
GB6,pose001,0.00,-56.03,-0.01,-56.04,-5.38,35.68,30.30,35.68,-25.74
GB6,pose002,0.00,-55.01,-0.01,-55.02,-5.67,45.88,40.20,45.88,-14.82
GB6,pose003,0.00,-59.56,-0.01,-59.57,-5.27,28.93,23.65,28.93,-35.92
GB6,pose004,0.00,-58.75,-0.01,-58.75,-5.17,29.01,23.84,29.01,-34.91
GB6,pose005,0.00,-54.46,-0.01,-54.47,-5.33,52.47,47.14,52.47,-7.33
GB6,pose006,0.00,-49.40,-0.01,-49.41,-5.55,45.00,39.45,45.00,-9.96
GB6,pose007,0.00,-45.83,-0.01,-45.84,-4.83,30.74,25.90,30.74,-19.93
GB6,pose008,0.00,-50.08,-0.01,-50.08,-5.00,34.00,29.01,34.00,-21.08
GB6,pose009,0.00,-53.89,-0.01,-53.90,-5.33,45.02,39.69,45.02,-14.21
GB6,pose010,0.00,-51.97,-0.01,-51.98,-5.38,36.08,30.71,36.08,-21.27
GB7,pose001,0.00,-56.03,-0.01,-56.04,-4.84,14.83,9.99,14.83,-46.04
GB7,pose002,0.00,-55.01,-0.01,-55.02,-5.19,19.54,14.35,19.54,-40.67
GB7,pose003,0.00,-59.56,-0.01,-59.57,-5.03,15.21,10.18,15.21,-49.39
GB7,pose004,0.00,-58.75,-0.01,-58.75,-5.04,15.52,10.48,15.52,-48.27
GB7,pose005,0.00,-54.46,-0.01,-54.47,-4.77,22.88,18.11,22.88,-36.36
GB7,pose006,0.00,-49.40,-0.01,-49.41,-4.75,19.68,14.93,19.68,-34.48
GB7,pose007,0.00,-45.83,-0.01,-45.84,-4.04,17.06,13.02,17.06,-32.81
GB7,pose008,0.00,-50.08,-0.01,-50.08,-4.36,19.05,14.69,19.05,-35.40
GB7,pose009,0.00,-53.89,-0.01,-53.90,-4.88,21.77,16.89,21.77,-37.01
GB7,pose010,0.00,-51.97,-0.01,-51.98,-4.94,22.47,17.53,22.47,-34.45
GB8,pose001,0.00,-56.03,-0.01,-56.04,-4.84,20.48,15.64,20.48,-40.40
GB8,pose002,0.00,-55.01,-0.01,-55.02,-5.19,26.23,21.04,26.23,-33.98
GB8,pose003,0.00,-59.56,-0.01,-59.57,-5.03,20.02,14.99,20.02,-44.59
GB8,pose004,0.00,-58.75,-0.01,-58.75,-5.04,21.05,16.01,21.05,-42.74
GB8,pose005,0.00,-54.46,-0.01,-54.47,-4.77,32.06,27.29,32.06,-27.18
GB8,pose006,0.00,-49.40,-0.01,-49.41,-4.75,25.21,20.45,25.21,-28.96
GB8,pose007,0.00,-45.83,-0.01,-45.84,-4.04,22.63,18.59,22.63,-27.25
GB8,pose008,0.00,-50.08,-0.01,-50.08,-4.36,24.84,20.49,24.84,-29.60
GB8,pose009,0.00,-53.89,-0.01,-53.90,-4.88,28.81,23.93,28.81,-29.97
GB8,pose010,0.00,-51.97,-0.01,-51.98,-4.94,28.05,23.11,28.05,-28.86
