Program,Pose,Score
AutoDock-Vina,pose001,-10.6070
AutoDock-Vina,pose002,-10.2820
AutoDock-Vina,pose003,-9.9390
AutoDock-Vina,pose004,-9.6470
AutoDock-Vina,pose005,-9.6430
AutoDock-Vina,pose006,-9.5340
AutoDock-Vina,pose007,-9.5290
AutoDock-Vina,pose008,-9.3910
AutoDock-Vina,pose009,-9.2850
AutoDock-Vina,pose010,-9.2000
