Program,Pose,Score
AutoDock-Vina,pose001,-9.4200
AutoDock-Vina,pose002,-9.3070
AutoDock-Vina,pose003,-8.8680
AutoDock-Vina,pose004,-8.6210
AutoDock-Vina,pose005,-8.6050
AutoDock-Vina,pose006,-8.5940
AutoDock-Vina,pose007,-8.5880
AutoDock-Vina,pose008,-8.5500
AutoDock-Vina,pose009,-8.4990
AutoDock-Vina,pose010,-8.3180
