Program,Pose,Score
AutoDock-Vina,pose001,-10.3180
AutoDock-Vina,pose002,-10.1140
AutoDock-Vina,pose003,-9.9420
AutoDock-Vina,pose004,-9.9150
AutoDock-Vina,pose005,-9.7860
AutoDock-Vina,pose006,-9.4870
AutoDock-Vina,pose007,-9.4140
AutoDock-Vina,pose008,-9.2320
AutoDock-Vina,pose009,-9.2090
AutoDock-Vina,pose010,-8.9800
