Program,Pose,Score
AutoDock-Vina,pose001,-9.5370
AutoDock-Vina,pose002,-9.4280
AutoDock-Vina,pose003,-9.0410
AutoDock-Vina,pose004,-9.0240
AutoDock-Vina,pose005,-8.7120
AutoDock-Vina,pose006,-8.6800
AutoDock-Vina,pose007,-8.6080
AutoDock-Vina,pose008,-8.5030
AutoDock-Vina,pose009,-8.1600
AutoDock-Vina,pose010,-8.0780
