Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
GB5,pose006,0.00,-46.48,-0.01,-46.49,-4.08,16.75,12.68,16.75,-33.82
GB5,pose007,0.00,-52.28,-0.01,-52.28,-4.95,20.94,15.99,20.94,-36.30
GB5,pose008,0.00,-52.71,-0.01,-52.72,-4.77,21.03,16.27,21.03,-36.45
GB5,pose009,0.00,-50.70,-0.01,-50.70,-4.68,18.29,13.61,18.29,-37.10
GB5,pose010,0.00,-40.86,-0.01,-40.87,-3.70,14.44,10.73,14.44,-30.14
GB6,pose001,0.00,-55.61,-0.01,-55.62,-5.42,36.04,30.62,36.04,-25.00
GB6,pose002,0.00,-55.26,-0.01,-55.27,-5.71,42.50,36.78,42.49,-18.49
GB6,pose003,0.00,-49.91,-0.01,-49.92,-5.51,44.16,38.64,44.16,-11.28
GB6,pose004,0.00,-54.77,-0.01,-54.78,-5.31,49.27,43.95,49.27,-10.83
GB6,pose005,0.00,-50.15,-0.01,-50.16,-5.50,32.93,27.43,32.93,-22.73
GB6,pose006,0.00,-46.48,-0.01,-46.49,-4.82,32.38,27.56,32.38,-18.93
GB6,pose007,0.00,-52.28,-0.01,-52.28,-5.39,35.25,29.85,35.25,-22.43
GB6,pose008,0.00,-52.71,-0.01,-52.72,-5.51,45.21,39.70,45.21,-13.01
GB6,pose009,0.00,-50.70,-0.01,-50.70,-5.58,39.66,34.07,39.66,-16.63
GB6,pose010,0.00,-40.86,-0.01,-40.87,-4.72,24.54,19.81,24.54,-21.06
GB7,pose001,0.00,-55.61,-0.01,-55.62,-4.90,14.66,9.76,14.66,-45.86
GB7,pose002,0.00,-55.26,-0.01,-55.27,-5.21,19.57,14.36,19.57,-40.92
GB7,pose003,0.00,-49.91,-0.01,-49.92,-4.69,18.70,14.01,18.70,-35.91
GB7,pose004,0.00,-54.77,-0.01,-54.78,-4.77,22.20,17.43,22.20,-37.35
GB7,pose005,0.00,-50.15,-0.01,-50.16,-4.59,16.67,12.08,16.67,-38.08
GB7,pose006,0.00,-46.48,-0.01,-46.49,-4.08,16.58,12.50,16.58,-33.99
GB7,pose007,0.00,-52.28,-0.01,-52.28,-4.95,22.70,17.75,22.70,-34.53
GB7,pose008,0.00,-52.71,-0.01,-52.72,-4.77,23.08,18.31,23.08,-34.40
GB7,pose009,0.00,-50.70,-0.01,-50.70,-4.68,20.87,16.18,20.87,-34.52
GB7,pose010,0.00,-40.86,-0.01,-40.87,-3.70,14.45,10.74,14.45,-30.13
GB8,pose001,0.00,-55.61,-0.01,-55.62,-4.90,20.50,15.60,20.50,-40.02
GB8,pose002,0.00,-55.26,-0.01,-55.27,-5.21,25.76,20.54,25.76,-34.73
GB8,pose003,0.00,-49.91,-0.01,-49.92,-4.69,23.79,19.09,23.79,-30.83
GB8,pose004,0.00,-54.77,-0.01,-54.78,-4.77,31.55,26.78,31.55,-28.00
GB8,pose005,0.00,-50.15,-0.01,-50.16,-4.59,21.67,17.08,21.67,-33.08
GB8,pose006,0.00,-46.48,-0.01,-46.49,-4.08,22.89,18.81,22.89,-27.68
GB8,pose007,0.00,-52.28,-0.01,-52.28,-4.95,27.99,23.04,27.99,-29.25
GB8,pose008,0.00,-52.71,-0.01,-52.72,-4.77,32.80,28.04,32.80,-24.68
GB8,pose009,0.00,-50.70,-0.01,-50.70,-4.68,28.89,24.20,28.89,-26.50
GB8,pose010,0.00,-40.86,-0.01,-40.87,-3.70,17.23,13.53,17.23,-27.34
