Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
GB5,pose006,0.00,-46.31,-0.00,-46.31,-4.23,20.60,16.37,20.60,-29.94
GB5,pose007,0.00,-42.95,-0.00,-42.95,-3.54,14.53,10.99,14.53,-31.96
GB5,pose008,0.00,-47.12,-0.00,-47.12,-4.46,22.86,18.40,22.86,-28.72
GB5,pose009,0.00,-42.89,-0.00,-42.89,-3.95,18.79,14.84,18.79,-28.05
GB5,pose010,0.00,-45.80,-0.00,-45.80,-3.34,19.77,16.43,19.77,-29.37
GB6,pose001,0.00,-58.41,-0.00,-58.41,-5.03,23.96,18.92,23.96,-39.48
GB6,pose002,0.00,-46.15,-0.00,-46.15,-5.21,39.28,34.07,39.28,-12.08
GB6,pose003,0.00,-44.46,-0.00,-44.46,-5.25,37.76,32.52,37.76,-11.95
GB6,pose004,0.00,-43.62,-0.00,-43.62,-5.19,35.38,30.19,35.38,-13.43
GB6,pose005,0.00,-43.81,-0.00,-43.81,-5.03,38.30,33.27,38.30,-10.54
GB6,pose006,0.00,-46.31,-0.00,-46.31,-5.03,40.24,35.21,40.24,-11.10
GB6,pose007,0.00,-42.95,-0.00,-42.95,-4.47,32.19,27.72,32.19,-15.23
GB6,pose008,0.00,-47.12,-0.00,-47.12,-5.12,48.17,43.05,48.17,-4.07
GB6,pose009,0.00,-42.89,-0.00,-42.89,-4.88,36.05,31.17,36.05,-11.72
GB6,pose010,0.00,-45.80,-0.00,-45.80,-4.21,26.61,22.40,26.61,-23.41
GB7,pose001,0.00,-58.41,-0.00,-58.41,-4.90,12.61,7.70,12.61,-50.71
GB7,pose002,0.00,-46.15,-0.00,-46.15,-4.31,19.28,14.97,19.28,-31.18
GB7,pose003,0.00,-44.46,-0.00,-44.46,-4.00,21.12,17.12,21.12,-27.35
GB7,pose004,0.00,-43.62,-0.00,-43.62,-4.06,19.72,15.66,19.72,-27.96
GB7,pose005,0.00,-43.81,-0.00,-43.81,-4.14,21.46,17.32,21.46,-26.48
GB7,pose006,0.00,-46.31,-0.00,-46.31,-4.23,23.04,18.81,23.04,-27.50
GB7,pose007,0.00,-42.95,-0.00,-42.95,-3.54,15.59,12.05,15.59,-30.90
GB7,pose008,0.00,-47.12,-0.00,-47.12,-4.46,26.38,21.92,26.38,-25.20
GB7,pose009,0.00,-42.89,-0.00,-42.89,-3.95,20.16,16.21,20.16,-26.68
GB7,pose010,0.00,-45.80,-0.00,-45.80,-3.34,21.57,18.23,21.57,-27.57
GB8,pose001,0.00,-58.41,-0.00,-58.41,-4.90,15.14,10.23,15.14,-48.18
GB8,pose002,0.00,-46.15,-0.00,-46.15,-4.31,25.65,21.34,25.65,-24.81
GB8,pose003,0.00,-44.46,-0.00,-44.46,-4.00,26.09,22.09,26.09,-22.38
GB8,pose004,0.00,-43.62,-0.00,-43.62,-4.06,22.48,18.42,22.48,-25.20
GB8,pose005,0.00,-43.81,-0.00,-43.81,-4.14,27.46,23.32,27.46,-20.48
GB8,pose006,0.00,-46.31,-0.00,-46.31,-4.23,33.03,28.80,33.03,-17.51
GB8,pose007,0.00,-42.95,-0.00,-42.95,-3.54,17.30,13.76,17.30,-29.19
GB8,pose008,0.00,-47.12,-0.00,-47.12,-4.46,35.60,31.14,35.60,-15.98
GB8,pose009,0.00,-42.89,-0.00,-42.89,-3.95,25.62,21.67,25.62,-21.23
GB8,pose010,0.00,-45.80,-0.00,-45.80,-3.34,24.20,20.87,24.20,-24.94
