Program,Pose,Score
AutoDock-Vina,pose001,-2.3320
AutoDock-Vina,pose002,-2.1330
AutoDock-Vina,pose003,-2.1060
AutoDock-Vina,pose004,-2.0540
AutoDock-Vina,pose005,-2.0010
AutoDock-Vina,pose006,-1.9800
AutoDock-Vina,pose007,-1.9650
AutoDock-Vina,pose008,-1.8840
AutoDock-Vina,pose009,-1.8830
AutoDock-Vina,pose010,-1.8560
