Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
PB1,pose001,0.00,-54.44,-0.01,-54.45,-39.00,30.74,59.14,30.74,4.70
PB1,pose002,0.00,-59.58,-0.01,-59.59,-39.86,30.96,60.05,30.96,0.46
PB1,pose003,0.00,-53.39,-0.01,-53.40,-38.74,43.38,73.94,43.38,20.55
PB1,pose004,0.00,-56.05,-0.01,-56.06,-38.30,38.77,68.68,38.77,12.62
PB1,pose005,0.00,-52.98,-0.01,-52.99,-36.63,55.45,83.78,55.45,30.79
PB1,pose006,0.00,-48.22,-0.01,-48.23,-35.24,37.68,69.40,37.68,21.16
PB1,pose007,0.00,-52.46,-0.01,-52.47,-36.34,51.71,80.31,51.71,27.83
PB1,pose008,0.00,-45.25,-0.01,-45.26,-31.49,32.19,58.20,32.19,12.94
PB1,pose009,0.00,-49.33,-0.01,-49.34,-35.09,43.65,71.84,43.65,22.50
PB1,pose010,0.00,-52.00,-0.01,-52.01,-37.16,45.54,73.86,45.54,21.86
PB3,pose001,0.00,-54.44,-0.01,-54.45,-6.58,36.03,29.46,36.03,-24.99
PB3,pose002,0.00,-59.58,-0.01,-59.59,-6.49,39.58,33.09,39.58,-26.49
PB3,pose003,0.00,-53.39,-0.01,-53.40,-6.89,44.61,37.72,44.61,-15.67
PB3,pose004,0.00,-56.05,-0.01,-56.06,-6.56,40.14,33.58,40.14,-22.48
PB3,pose005,0.00,-52.98,-0.01,-52.99,-6.48,49.87,43.39,49.87,-9.60
PB3,pose006,0.00,-48.22,-0.01,-48.23,-6.79,42.73,35.94,42.73,-12.29
PB3,pose007,0.00,-52.46,-0.01,-52.47,-6.53,48.29,41.77,48.29,-10.71
PB3,pose008,0.00,-45.25,-0.01,-45.26,-5.97,32.52,26.56,32.52,-18.70
PB3,pose009,0.00,-49.33,-0.01,-49.34,-6.57,39.70,33.13,39.70,-16.21
PB3,pose010,0.00,-52.00,-0.01,-52.01,-6.81,43.97,37.16,43.97,-14.85
PB4,pose001,0.00,-54.44,-0.01,-54.45,-7.51,32.85,25.34,32.85,-29.11
PB4,pose002,0.00,-59.58,-0.01,-59.59,-7.40,31.81,24.41,31.81,-35.18
PB4,pose003,0.00,-53.39,-0.01,-53.40,-7.93,41.56,33.63,41.56,-19.76
PB4,pose004,0.00,-56.05,-0.01,-56.06,-7.49,37.06,29.57,37.06,-26.49
PB4,pose005,0.00,-52.98,-0.01,-52.99,-7.38,49.14,41.75,49.14,-11.24
PB4,pose006,0.00,-48.22,-0.01,-48.23,-7.80,41.81,34.01,41.81,-14.22
PB4,pose007,0.00,-52.46,-0.01,-52.47,-7.45,50.44,42.99,50.44,-9.49
PB4,pose008,0.00,-45.25,-0.01,-45.26,-6.70,29.64,22.94,29.64,-22.32
PB4,pose009,0.00,-49.33,-0.01,-49.34,-7.50,37.69,30.18,37.69,-19.16
PB4,pose010,0.00,-52.00,-0.01,-52.01,-7.83,46.92,39.09,46.92,-12.92
GB1,pose001,0.00,-54.44,-0.01,-54.45,-6.93,11.71,4.78,11.71,-49.67
GB1,pose002,0.00,-59.58,-0.01,-59.59,-7.28,12.85,5.57,12.85,-54.02
GB1,pose003,0.00,-53.39,-0.01,-53.40,-7.21,13.14,5.93,13.14,-47.46
GB1,pose004,0.00,-56.05,-0.01,-56.06,-6.86,12.13,5.28,12.13,-50.78
GB1,pose005,0.00,-52.98,-0.01,-52.99,-6.48,14.01,7.53,14.01,-45.46
GB1,pose006,0.00,-48.22,-0.01,-48.23,-6.45,12.31,5.86,12.31,-42.37
GB1,pose007,0.00,-52.46,-0.01,-52.47,-6.65,13.77,7.12,13.77,-45.35
GB1,pose008,0.00,-45.25,-0.01,-45.26,-5.69,12.56,6.87,12.56,-38.38
GB1,pose009,0.00,-49.33,-0.01,-49.34,-6.38,13.44,7.05,13.44,-42.29
GB1,pose010,0.00,-52.00,-0.01,-52.01,-6.80,16.22,9.42,16.22,-42.59
GB2,pose001,0.00,-54.44,-0.01,-54.45,-4.81,14.20,9.38,14.20,-45.07
GB2,pose002,0.00,-59.58,-0.01,-59.59,-5.06,16.12,11.07,16.12,-48.52
GB2,pose003,0.00,-53.39,-0.01,-53.40,-5.00,16.31,11.31,16.31,-42.09
GB2,pose004,0.00,-56.05,-0.01,-56.06,-4.76,14.89,10.13,14.89,-45.93
GB2,pose005,0.00,-52.98,-0.01,-52.99,-4.50,17.76,13.26,17.76,-39.73
GB2,pose006,0.00,-48.22,-0.01,-48.23,-4.48,15.63,11.16,15.63,-37.08
GB2,pose007,0.00,-52.46,-0.01,-52.47,-4.62,17.40,12.78,17.40,-39.69
GB2,pose008,0.00,-45.25,-0.01,-45.26,-3.95,15.23,11.28,15.23,-33.98
GB2,pose009,0.00,-49.33,-0.01,-49.34,-4.43,16.75,12.31,16.75,-37.03
GB2,pose010,0.00,-52.00,-0.01,-52.01,-4.72,20.13,15.41,20.13,-36.60
GB5,pose001,0.00,-54.44,-0.01,-54.45,-4.81,14.66,9.84,14.66,-44.60
GB5,pose002,0.00,-59.58,-0.01,-59.59,-5.06,16.77,11.71,16.77,-47.87
GB5,pose003,0.00,-53.39,-0.01,-53.40,-5.00,17.15,12.15,17.15,-41.25
GB5,pose004,0.00,-56.05,-0.01,-56.06,-4.76,15.47,10.71,15.47,-45.35
GB5,pose005,0.00,-52.98,-0.01,-52.99,-4.50,18.11,13.61,18.11,-39.38
GB5,pose006,0.00,-48.22,-0.01,-48.23,-4.48,16.91,12.43,16.91,-35.80
GB5,pose007,0.00,-52.46,-0.01,-52.47,-4.62,17.92,13.30,17.92,-39.17
GB5,pose008,0.00,-45.25,-0.01,-45.26,-3.95,15.83,11.88,15.83,-33.38
GB5,pose009,0.00,-49.33,-0.01,-49.34,-4.43,17.80,13.36,17.80,-35.98
GB5,pose010,0.00,-52.00,-0.01,-52.01,-4.72,21.10,16.38,21.10,-35.62
GB6,pose001,0.00,-54.44,-0.01,-54.45,-5.22,30.80,25.59,30.80,-28.86
GB6,pose002,0.00,-59.58,-0.01,-59.59,-5.14,30.00,24.87,30.00,-34.72
GB6,pose003,0.00,-53.39,-0.01,-53.40,-5.50,37.23,31.73,37.23,-21.67
GB6,pose004,0.00,-56.05,-0.01,-56.06,-5.20,34.06,28.86,34.06,-27.20
GB6,pose005,0.00,-52.98,-0.01,-52.99,-5.13,44.18,39.05,44.18,-13.94
GB6,pose006,0.00,-48.22,-0.01,-48.23,-5.41,40.59,35.18,40.59,-13.06
GB6,pose007,0.00,-52.46,-0.01,-52.47,-5.17,42.52,37.35,42.52,-15.12
GB6,pose008,0.00,-45.25,-0.01,-45.26,-4.66,29.14,24.49,29.14,-20.77
GB6,pose009,0.00,-49.33,-0.01,-49.34,-5.21,35.50,30.29,35.50,-19.05
GB6,pose010,0.00,-52.00,-0.01,-52.01,-5.44,44.76,39.32,44.76,-12.68
GB7,pose001,0.00,-54.44,-0.01,-54.45,-4.81,12.83,8.01,12.83,-46.44
GB7,pose002,0.00,-59.58,-0.01,-59.59,-5.06,16.72,11.66,16.72,-47.93
GB7,pose003,0.00,-53.39,-0.01,-53.40,-5.00,18.06,13.06,18.06,-40.34
GB7,pose004,0.00,-56.05,-0.01,-56.06,-4.76,15.14,10.38,15.14,-45.68
GB7,pose005,0.00,-52.98,-0.01,-52.99,-4.50,20.38,15.88,20.38,-37.11
GB7,pose006,0.00,-48.22,-0.01,-48.23,-4.48,17.10,12.62,17.10,-35.61
GB7,pose007,0.00,-52.46,-0.01,-52.47,-4.62,18.21,13.59,18.21,-38.88
GB7,pose008,0.00,-45.25,-0.01,-45.26,-3.95,16.43,12.48,16.43,-32.77
GB7,pose009,0.00,-49.33,-0.01,-49.34,-4.43,20.46,16.03,20.46,-33.31
GB7,pose010,0.00,-52.00,-0.01,-52.01,-4.72,23.65,18.93,23.65,-33.08
GB8,pose001,0.00,-54.44,-0.01,-54.45,-4.81,18.58,13.76,18.58,-40.68
GB8,pose002,0.00,-59.58,-0.01,-59.59,-5.06,22.51,17.45,22.51,-42.14
GB8,pose003,0.00,-53.39,-0.01,-53.40,-5.00,23.86,18.86,23.86,-34.54
GB8,pose004,0.00,-56.05,-0.01,-56.06,-4.76,20.49,15.73,20.49,-40.33
GB8,pose005,0.00,-52.98,-0.01,-52.99,-4.50,29.44,24.93,29.44,-28.06
GB8,pose006,0.00,-48.22,-0.01,-48.23,-4.48,21.53,17.05,21.53,-31.18
GB8,pose007,0.00,-52.46,-0.01,-52.47,-4.62,27.18,22.57,27.18,-29.91
GB8,pose008,0.00,-45.25,-0.01,-45.26,-3.95,22.54,18.59,22.54,-26.66
GB8,pose009,0.00,-49.33,-0.01,-49.34,-4.43,23.43,19.00,23.43,-30.35
GB8,pose010,0.00,-52.00,-0.01,-52.01,-4.72,32.63,27.91,32.63,-24.10
