0	0.000
1	1.053
2	1.289
3	1.333
4	1.513
5	1.533
6	1.618
7	1.669
8	1.724
9	1.788
10	1.711
11	1.835
12	1.850
13	1.812
14	1.903
15	2.001
16	2.109
17	2.127
18	2.168
19	2.035
20	2.038
21	1.977
22	2.005
23	2.029
24	2.028
25	2.101
26	2.137
27	2.158
28	2.178
29	2.178
30	2.115
31	2.105
32	2.182
33	2.165
34	2.160
35	2.218
36	2.216
37	2.280
38	2.258
39	2.310
40	2.218
41	2.288
42	2.214
43	2.291
44	2.389
45	2.309
46	2.340
47	2.325
48	2.336
49	2.394
50	2.351
51	2.362
52	2.313
53	2.303
54	2.350
55	2.344
56	2.351
57	2.339
58	2.299
59	2.305
60	2.335
61	2.362
62	2.352
63	2.363
64	2.420
65	2.481
66	2.397
67	2.387
68	2.414
69	2.403
70	2.458
71	2.431
72	2.406
73	2.386
74	2.422
75	2.370
76	2.357
77	2.388
78	2.340
79	2.393
80	2.347
81	2.304
82	2.389
83	2.365
84	2.348
85	2.384
86	2.363
87	2.350
88	2.331
89	2.355
90	2.346
91	2.482
92	2.440
93	2.442
94	2.441
95	2.383
96	2.355
97	2.428
98	2.403
99	2.356
100	2.358
101	2.296
102	2.337
103	2.383
104	2.334
105	2.316
106	2.365
107	2.335
108	2.385
109	2.407
110	2.438
111	2.408
112	2.441
113	2.441
114	2.408
115	2.436
116	2.436
117	2.404
118	2.437
119	2.421
120	2.490
121	2.437
122	2.414
123	2.429
124	2.461
125	2.459
126	2.391
127	2.460
128	2.376
129	2.453
130	2.455
131	2.403
132	2.435
133	2.384
134	2.343
135	2.357
136	2.366
137	2.453
138	2.431
139	2.450
140	2.454
141	2.478
142	2.452
143	2.477
144	2.465
145	2.479
146	2.484
147	2.471
148	2.478
149	2.475
150	2.478
151	2.474
152	2.532
153	2.591
154	2.557
155	2.518
156	2.551
157	2.510
158	2.536
159	2.478
160	2.514
161	2.524
162	2.557
163	2.430
164	2.527
165	2.527
166	2.518
167	2.505
168	2.507
169	2.513
170	2.510
171	2.526
172	2.497
173	2.503
174	2.517
175	2.505
176	2.542
177	2.540
178	2.525
179	2.530
180	2.577
181	2.591
182	2.626
183	2.591
184	2.536
185	2.600
186	2.657
187	2.660
188	2.628
189	2.628
190	2.617
191	2.632
192	2.640
193	2.634
194	2.538
195	2.490
196	2.578
197	2.566
198	2.587
199	2.561
200	2.624
201	2.527
202	2.612
203	2.608
204	2.603
205	2.614
206	2.683
207	2.625
208	2.598
209	2.622
210	2.591
211	2.622
212	2.666
213	2.661
214	2.641
215	2.633
216	2.634
217	2.610
218	2.656
219	2.663
220	2.639
221	2.649
222	2.632
223	2.631
224	2.564
225	2.612
226	2.587
227	2.661
228	2.658
229	2.685
230	2.713
231	2.685
232	2.726
233	2.700
234	2.714
235	2.699
236	2.650
237	2.628
238	2.631
239	2.627
240	2.606
241	2.631
242	2.640
243	2.662
244	2.647
245	2.662
246	2.620
247	2.600
248	2.572
249	2.605
250	2.604
251	2.571
252	2.617
253	2.645
254	2.639
255	2.653
256	2.713
257	2.707
258	2.717
259	2.694
260	2.664
261	2.606
262	2.631
263	2.607
264	2.539
265	2.600
266	2.524
267	2.630
268	2.585
269	2.530
270	2.568
271	2.622
272	2.638
273	2.639
274	2.657
275	2.641
276	2.629
277	2.682
278	2.677
279	2.679
280	2.682
281	2.698
282	2.686
283	2.626
284	2.650
285	2.632
286	2.661
287	2.626
288	2.609
289	2.612
290	2.605
291	2.571
292	2.552
293	2.574
294	2.581
295	2.526
296	2.523
297	2.581
298	2.572
299	2.538
