Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
GB5,pose006,0.00,-45.83,-0.01,-45.84,-4.03,16.50,12.47,16.50,-33.37
GB5,pose007,0.00,-50.06,-0.01,-50.07,-4.41,17.85,13.44,17.85,-36.63
GB5,pose008,0.00,-53.90,-0.01,-53.91,-4.89,19.36,14.47,19.36,-39.44
GB5,pose009,0.00,-52.72,-0.01,-52.73,-4.76,21.58,16.82,21.58,-35.91
GB5,pose010,0.00,-50.24,-0.01,-50.25,-4.91,17.15,12.24,17.15,-38.01
GB6,pose001,0.00,-55.45,-0.01,-55.46,-5.34,33.66,28.32,33.66,-27.13
GB6,pose002,0.00,-55.09,-0.01,-55.09,-5.63,48.47,42.84,48.47,-12.25
GB6,pose003,0.00,-54.47,-0.01,-54.47,-5.32,49.39,44.07,49.39,-10.40
GB6,pose004,0.00,-50.84,-0.01,-50.85,-5.25,30.25,25.00,30.25,-25.85
GB6,pose005,0.00,-50.87,-0.01,-50.88,-5.53,37.83,32.29,37.83,-18.59
GB6,pose006,0.00,-45.83,-0.01,-45.84,-4.85,31.00,26.16,31.00,-19.68
GB6,pose007,0.00,-50.06,-0.01,-50.07,-5.14,35.81,30.67,35.81,-19.40
GB6,pose008,0.00,-53.90,-0.01,-53.91,-5.32,44.60,39.28,44.60,-14.63
GB6,pose009,0.00,-52.72,-0.01,-52.73,-5.48,44.24,38.76,44.24,-13.97
GB6,pose010,0.00,-50.24,-0.01,-50.25,-5.71,41.16,35.45,41.16,-14.80
GB7,pose001,0.00,-55.45,-0.01,-55.46,-4.82,13.31,8.49,13.31,-46.96
GB7,pose002,0.00,-55.09,-0.01,-55.09,-5.21,20.52,15.31,20.52,-39.79
GB7,pose003,0.00,-54.47,-0.01,-54.47,-4.78,22.35,17.57,22.35,-36.90
GB7,pose004,0.00,-50.84,-0.01,-50.85,-4.55,14.26,9.71,14.26,-41.15
GB7,pose005,0.00,-50.87,-0.01,-50.88,-4.61,13.84,9.23,13.84,-41.65
GB7,pose006,0.00,-45.83,-0.01,-45.84,-4.03,16.57,12.54,16.57,-33.30
GB7,pose007,0.00,-50.06,-0.01,-50.07,-4.41,18.98,14.57,18.98,-35.50
GB7,pose008,0.00,-53.90,-0.01,-53.91,-4.89,21.96,17.07,21.96,-36.84
GB7,pose009,0.00,-52.72,-0.01,-52.73,-4.76,24.31,19.55,24.31,-33.18
GB7,pose010,0.00,-50.24,-0.01,-50.25,-4.91,16.63,11.72,16.63,-38.53
GB8,pose001,0.00,-55.45,-0.01,-55.46,-4.82,19.35,14.53,19.35,-40.93
GB8,pose002,0.00,-55.09,-0.01,-55.09,-5.21,27.25,22.04,27.25,-33.06
GB8,pose003,0.00,-54.47,-0.01,-54.47,-4.78,31.67,26.90,31.67,-27.58
GB8,pose004,0.00,-50.84,-0.01,-50.85,-4.55,19.30,14.75,19.30,-36.10
GB8,pose005,0.00,-50.87,-0.01,-50.88,-4.61,19.61,15.00,19.61,-35.88
GB8,pose006,0.00,-45.83,-0.01,-45.84,-4.03,22.42,18.39,22.42,-27.45
GB8,pose007,0.00,-50.06,-0.01,-50.07,-4.41,24.74,20.33,24.74,-29.75
GB8,pose008,0.00,-53.90,-0.01,-53.91,-4.89,28.69,23.79,28.69,-30.12
GB8,pose009,0.00,-52.72,-0.01,-52.73,-4.76,34.30,29.54,34.30,-23.19
GB8,pose010,0.00,-50.24,-0.01,-50.25,-4.91,22.32,17.41,22.32,-32.84
