Procedure,Pose,ELE,VDW,INT,GAS,PBSUR/GBSUR,PBCAL/GB,PBSOL/GBSOL,PBELE/GBELE,PBTOT/GBTOT
PB1,pose001,0.00,-44.62,0.01,-44.61,-33.65,36.90,63.67,36.90,19.06
PB1,pose002,0.00,-46.75,0.01,-46.74,-34.78,37.25,64.01,37.25,17.27
PB1,pose003,0.00,-56.33,0.01,-56.32,-38.09,29.20,58.46,29.20,2.14
PB1,pose004,0.00,-47.65,0.00,-47.65,-33.88,41.40,69.10,41.40,21.45
PB1,pose005,0.00,-45.29,0.01,-45.28,-34.29,42.03,65.95,42.03,20.67
PB1,pose006,0.00,-46.30,0.01,-46.30,-35.35,41.84,67.69,41.84,21.40
PB1,pose007,0.00,-43.67,0.01,-43.66,-32.84,37.79,61.83,37.79,18.17
PB1,pose008,0.00,-43.32,0.01,-43.32,-29.32,27.28,51.39,27.28,8.07
PB1,pose009,0.00,-41.41,0.01,-41.40,-31.20,41.43,68.68,41.43,27.28
PB1,pose010,0.00,-42.17,0.01,-42.16,-31.19,27.29,52.54,27.29,10.38
PB3,pose001,0.00,-44.62,0.01,-44.61,-6.63,37.44,30.81,37.44,-13.80
PB3,pose002,0.00,-46.75,0.01,-46.74,-6.57,43.09,36.52,43.09,-10.22
PB3,pose003,0.00,-56.33,0.01,-56.32,-6.45,36.77,30.32,36.77,-26.00
PB3,pose004,0.00,-47.65,0.00,-47.65,-6.46,46.94,40.47,46.94,-7.18
PB3,pose005,0.00,-45.29,0.01,-45.28,-6.35,43.28,36.93,43.28,-8.35
PB3,pose006,0.00,-46.30,0.01,-46.30,-6.63,45.88,39.25,45.88,-7.05
PB3,pose007,0.00,-43.67,0.01,-43.66,-6.23,38.66,32.43,38.66,-11.23
PB3,pose008,0.00,-43.32,0.01,-43.32,-5.63,29.95,24.31,29.95,-19.00
PB3,pose009,0.00,-41.41,0.01,-41.40,-6.40,38.35,31.94,38.35,-9.46
PB3,pose010,0.00,-42.17,0.01,-42.16,-6.04,33.06,27.02,33.06,-15.14
PB4,pose001,0.00,-44.62,0.01,-44.61,-7.58,38.30,30.71,38.30,-13.90
PB4,pose002,0.00,-46.75,0.01,-46.74,-7.51,38.62,31.11,38.62,-15.63
PB4,pose003,0.00,-56.33,0.01,-56.32,-7.34,29.01,21.67,29.01,-34.65
PB4,pose004,0.00,-47.65,0.00,-47.65,-7.37,39.97,32.61,39.97,-15.04
PB4,pose005,0.00,-45.29,0.01,-45.28,-7.22,41.84,34.63,41.84,-10.65
PB4,pose006,0.00,-46.30,0.01,-46.30,-7.59,39.05,31.46,39.05,-14.83
PB4,pose007,0.00,-43.67,0.01,-43.66,-7.05,38.81,31.75,38.81,-11.91
PB4,pose008,0.00,-43.32,0.01,-43.32,-6.26,26.16,19.90,26.16,-23.42
PB4,pose009,0.00,-41.41,0.01,-41.40,-7.29,39.45,32.17,39.45,-9.24
PB4,pose010,0.00,-42.17,0.01,-42.16,-6.80,26.86,20.07,26.86,-22.10
GB1,pose001,0.00,-44.62,0.01,-44.61,-5.80,12.69,6.88,12.69,-37.73
GB1,pose002,0.00,-46.75,0.01,-46.74,-6.20,13.23,7.03,13.23,-39.71
GB1,pose003,0.00,-56.33,0.01,-56.32,-6.99,10.08,3.09,10.08,-53.23
GB1,pose004,0.00,-47.65,0.00,-47.65,-6.19,14.76,8.58,14.76,-39.08
GB1,pose005,0.00,-45.29,0.01,-45.28,-6.14,14.03,7.88,14.03,-37.40
GB1,pose006,0.00,-46.30,0.01,-46.30,-6.41,13.60,7.19,13.60,-39.11
GB1,pose007,0.00,-43.67,0.01,-43.66,-5.77,13.13,7.36,13.13,-36.30
GB1,pose008,0.00,-43.32,0.01,-43.32,-5.13,10.37,5.25,10.37,-38.07
GB1,pose009,0.00,-41.41,0.01,-41.40,-5.57,12.10,6.53,12.10,-34.87
GB1,pose010,0.00,-42.17,0.01,-42.16,-5.74,11.16,5.42,11.16,-36.74
GB2,pose001,0.00,-44.62,0.01,-44.61,-4.03,16.28,12.25,16.28,-32.36
GB2,pose002,0.00,-46.75,0.01,-46.74,-4.31,16.70,12.40,16.70,-34.34
GB2,pose003,0.00,-56.33,0.01,-56.32,-4.85,13.30,8.45,13.30,-47.87
GB2,pose004,0.00,-47.65,0.00,-47.65,-4.30,19.73,15.44,19.73,-32.22
GB2,pose005,0.00,-45.29,0.01,-45.28,-4.27,17.97,13.70,17.97,-31.58
GB2,pose006,0.00,-46.30,0.01,-46.30,-4.45,17.64,13.18,17.64,-33.11
GB2,pose007,0.00,-43.67,0.01,-43.66,-4.01,16.99,12.99,16.99,-30.67
GB2,pose008,0.00,-43.32,0.01,-43.32,-3.56,13.14,9.58,13.14,-33.74
GB2,pose009,0.00,-41.41,0.01,-41.40,-3.87,15.74,11.88,15.74,-29.53
GB2,pose010,0.00,-42.17,0.01,-42.16,-3.99,14.49,10.51,14.49,-31.65
GB5,pose001,0.00,-44.62,0.01,-44.61,-4.03,17.30,13.27,17.30,-31.34
GB5,pose002,0.00,-46.75,0.01,-46.74,-4.31,17.43,13.13,17.43,-33.62
GB5,pose003,0.00,-56.33,0.01,-56.32,-4.85,13.98,9.13,13.98,-47.19
GB5,pose004,0.00,-47.65,0.00,-47.65,-4.30,20.76,16.47,20.76,-31.19
GB5,pose005,0.00,-45.29,0.01,-45.28,-4.27,19.38,15.11,19.38,-30.17
GB5,pose006,0.00,-46.30,0.01,-46.30,-4.45,18.42,13.97,18.42,-32.33
GB5,pose007,0.00,-43.67,0.01,-43.66,-4.01,18.43,14.43,18.43,-29.23
GB5,pose008,0.00,-43.32,0.01,-43.32,-3.56,13.97,10.41,13.97,-32.90
GB5,pose009,0.00,-41.41,0.01,-41.40,-3.87,16.62,12.75,16.62,-28.65
GB5,pose010,0.00,-42.17,0.01,-42.16,-3.99,15.31,11.33,15.31,-30.83
GB6,pose001,0.00,-44.62,0.01,-44.61,-5.27,37.67,32.40,37.67,-12.21
GB6,pose002,0.00,-46.75,0.01,-46.74,-5.21,39.04,33.83,39.04,-12.91
GB6,pose003,0.00,-56.33,0.01,-56.32,-5.10,28.01,22.92,28.01,-33.41
GB6,pose004,0.00,-47.65,0.00,-47.65,-5.12,43.60,38.49,43.60,-9.17
GB6,pose005,0.00,-45.29,0.01,-45.28,-5.01,39.22,34.21,39.22,-11.07
GB6,pose006,0.00,-46.30,0.01,-46.30,-5.27,37.60,32.33,37.60,-13.97
GB6,pose007,0.00,-43.67,0.01,-43.66,-4.90,34.05,29.15,34.05,-14.51
GB6,pose008,0.00,-43.32,0.01,-43.32,-4.35,27.74,23.39,27.74,-19.92
GB6,pose009,0.00,-41.41,0.01,-41.40,-5.06,39.21,34.15,39.21,-7.25
GB6,pose010,0.00,-42.17,0.01,-42.16,-4.72,28.01,23.28,28.01,-18.88
GB7,pose001,0.00,-44.62,0.01,-44.61,-4.03,20.73,16.70,20.73,-27.91
GB7,pose002,0.00,-46.75,0.01,-46.74,-4.31,19.67,15.36,19.67,-31.38
GB7,pose003,0.00,-56.33,0.01,-56.32,-4.85,13.49,8.64,13.49,-47.68
GB7,pose004,0.00,-47.65,0.00,-47.65,-4.30,22.50,18.21,22.50,-29.45
GB7,pose005,0.00,-45.29,0.01,-45.28,-4.27,21.85,17.58,21.85,-27.70
GB7,pose006,0.00,-46.30,0.01,-46.30,-4.45,19.62,15.16,19.62,-31.13
GB7,pose007,0.00,-43.67,0.01,-43.66,-4.01,21.86,17.85,21.86,-25.81
GB7,pose008,0.00,-43.32,0.01,-43.32,-3.56,14.80,11.24,14.80,-32.08
GB7,pose009,0.00,-41.41,0.01,-41.40,-3.87,18.41,14.55,18.41,-26.85
GB7,pose010,0.00,-42.17,0.01,-42.16,-3.99,15.78,11.80,15.78,-30.37
GB8,pose001,0.00,-44.62,0.01,-44.61,-4.03,25.75,21.72,25.75,-22.89
GB8,pose002,0.00,-46.75,0.01,-46.74,-4.31,26.03,21.73,26.03,-25.01
GB8,pose003,0.00,-56.33,0.01,-56.32,-4.85,18.12,13.27,18.12,-43.05
GB8,pose004,0.00,-47.65,0.00,-47.65,-4.30,33.31,29.01,33.31,-18.64
GB8,pose005,0.00,-45.29,0.01,-45.28,-4.27,28.88,24.62,28.88,-20.66
GB8,pose006,0.00,-46.30,0.01,-46.30,-4.45,27.63,23.18,27.63,-23.12
GB8,pose007,0.00,-43.67,0.01,-43.66,-4.01,28.36,24.35,28.36,-19.31
GB8,pose008,0.00,-43.32,0.01,-43.32,-3.56,16.59,13.03,16.59,-30.29
GB8,pose009,0.00,-41.41,0.01,-41.40,-3.87,25.61,21.74,25.61,-19.66
GB8,pose010,0.00,-42.17,0.01,-42.16,-3.99,20.59,16.60,20.59,-25.56
